id;medication_id;interacting_drug;interaction_type;severity;description;recommendation;created_at
0eff6b95-738b-4ef5-a5f6-7741dbed26fe;edfece07-9028-4928-8bb7-9ca5b7c066aa;Autres inducteurs du métabolisme hépatique (ex: Rifampicine);decreased_efficacy;moderate;Augmentent la clairance de la mirtazapine, entraînant une diminution des concentrations plasmatiques de mirtazapine.;Augmenter la dose de mirtazapine si ces inducteurs sont ajoutés. Réduire la dose de mirtazapine si ces inducteurs sont arrêtés.;2025-12-07 22:48:34.343666+00
6723149b-6e8b-4774-9a2f-d4eb95f18a84;edfece07-9028-4928-8bb7-9ca5b7c066aa;Médicaments QTc prolongeant;increased_toxicity;major;Risque accru d'allongement de l'intervalle QT, de Torsades de Pointes, de tachycardie ventriculaire et de mort subite.;Utiliser avec prudence chez les patients avec des maladies cardiovasculaires, des antécédents familiaux d'allongement du QT, ou lors de l'utilisation concomitante de médicaments allongeant le QTc. Surveillance attentive. Voir aussi 'Warnhinweise und Vorsichtsmassnahmen'.;2025-12-07 22:48:34.373905+00
6ac7e806-4d46-48a0-a055-b197e7601027;5e1318cc-b2d8-4701-a8b1-e41d73cd8106;Anesthésiques;potentiation;moderate;Théoriquement, risque de potentialisation des effets hypotenseurs.;Utiliser avec prudence.;2025-12-07 22:49:01.963082+00
0eb6aedf-7c8c-49bb-9fd7-6eb0051f50b1;7488f2d6-6262-4e12-af34-82ca8df28efa;Rifampicin;decreased_efficacy;moderate;Führt zu einer Abnahme der Fluconazol-AUC um 25% und einer Verkürzung der Halbwertszeit um 20%.;Bei gleichzeitiger Rifampicintherapie kann eine Dosiserhöhung von Fluconazol erforderlich sein.;2025-12-07 22:49:28.233547+00
1473f1b0-8418-4849-a72c-c1b474e14c53;0ef739fd-b9b6-41da-8aa1-faff8a1ae047;Atazanavir, Nelfinavir;decreased_efficacy;major;L'administration concomitante n'est pas recommandée.;Ne pas administrer Nexium simultanément avec Atazanavir ou Nelfinavir.;2025-12-07 22:49:53.905901+00
17fef470-61ca-4acc-8d3b-1f0d62a58c99;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Diurétiques épargneurs de potassium, suppléments potassiques, substituts de sel contenant du potassium, autres médicaments augmentant le potassium sérique;increased_toxicity;major;Peut entraîner une augmentation du potassium sérique, parfois grave.;Surveillance étroite du potassium sérique.;2025-12-07 22:50:20.86304+00
715e3bc5-3ca6-4735-a8d3-5551ab4157dd;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Digoxine, Simvastatine;;minor;Irbesartan n'affecte pas la pharmacocinétique de la digoxine et de la simvastatine.;;2025-12-07 22:50:21.088483+00
85ce9d0b-c22e-423a-a860-ea6eb7774f6d;edfece07-9028-4928-8bb7-9ca5b7c066aa;Serotoninerge Wirkstoffe (ex: ISRS);increased_toxicity;major;Risque de syndrome sérotoninergique (hyperthermie, rigidité, myoclonies, instabilité autonome, altérations de l'état mental).;Prudence et surveillance clinique étroite. Si les symptômes apparaissent, arrêter la mirtazapine et instaurer un traitement symptomatique. Voir aussi 'Warnhinweise und Vorsichtsmassnahmen'.;2025-12-07 22:48:34.404559+00
28fc1ec6-99e9-4853-ac7d-1fd6dcba982a;5e1318cc-b2d8-4701-a8b1-e41d73cd8106;Inhibiteurs puissants du CYP3A4 (ex: Itraconazole, Voriconazole, Posaconazole, Clarithromycine, Indinavir, Nelfinavir, Ritonavir, Saquinavir);increased_toxicity;major;Peut augmenter l'exposition à la Tamsulosine, en particulier chez les métaboliseurs lents du CYP2D6.;Ne doit pas être administré conjointement.;2025-12-07 22:49:02.001704+00
fd9418e9-d94c-44ee-bbab-c64384f4524c;7488f2d6-6262-4e12-af34-82ca8df28efa;Andere starke CYP3A4-Induktoren (z.B. Carbamazepin, Phenytoin, Mitotan, Enzalutamid, Johanniskraut-Präparate);decreased_efficacy;moderate;Erwartete vergleichbare Veränderungen wie mit Rifampicin. Enzyminduktion kann über mindestens 4 Wochen nach Absetzen anhalten.;Überwachung der Fluconazol-Wirkung und Dosisanpassung ggf. erforderlich.;2025-12-07 22:49:28.269042+00
6027bc91-77bb-4060-8110-88c33cead73a;0ef739fd-b9b6-41da-8aa1-faff8a1ae047;Clopidogrel;decreased_efficacy;major;L'administration concomitante n'est pas recommandée.;Ne pas administrer Nexium simultanément avec Clopidogrel.;2025-12-07 22:49:53.937006+00
1ade056a-a4a1-4d6b-ad3d-f08a1e4a4ea3;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Digitaliques, certains antiarythmiques;potentiation;moderate;L'hypokaliémie peut potentialiser les arythmies cardiaques.;Surveillance régulière du potassium sérique.;2025-12-07 22:50:20.912512+00
46ebdb42-6ffa-46f4-9fdd-8dcef22ba7e6;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Nifédipine, Hydrochlorothiazide;;minor;La pharmacocinétique de l'irbesartan n'est pas affectée par l'administration concomitante de nifédipine ou d'hydrochlorothiazide.;;2025-12-07 22:50:21.135357+00
03a39dd8-6c9c-40fd-9e33-a858f1c9bce4;5e1318cc-b2d8-4701-a8b1-e41d73cd8106;Autres alpha-1-bloquants adrénergiques;potentiation;contraindicated;Risque de potentialisation des effets hypotenseurs.;Ne doit pas être utilisé en combinaison.;2025-12-07 22:49:01.892242+00
a7d1c089-a50f-4846-ad90-eece07a65cb2;0ef739fd-b9b6-41da-8aa1-faff8a1ae047;Ketoconazol, Itraconazol, Erlotinib;decreased_efficacy;moderate;L'inhibition de l'acide gastrique peut diminuer l'absorption de ces médicaments, dont l'absorption dépend du pH gastrique.;;2025-12-07 22:49:53.853562+00
d19a09fe-3479-4e11-821c-3817664b0c9f;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Aliskiren;increased_toxicity;contraindicated;Double blocage du SRAA (système rénine-angiotensine-aldostérone) entraînant une incidence accrue d'hypotension, de syncopes, d'hyperkaliémie et de dysfonctionnements rénaux (y compris insuffisance rénale aiguë). Contre-indiqué chez les patients diabétiques (type 1 ou type 2) ou avec insuffisance rénale (DFG <60 ml/min/1,73 m2).;Contre-indiqué.;2025-12-07 22:50:20.750354+00
86c74593-2156-4742-9a68-0231caa30c60;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Lithium;increased_toxicity;major;Augmentation réversible des concentrations sériques et de la toxicité du lithium. Le risque de toxicité peut être accru par l'administration concomitante de diurétiques.;Surveillance étroite des concentrations sériques de lithium.;2025-12-07 22:50:21.027958+00
eded8f32-f111-4a11-ad1c-409e1499f30f;5e1318cc-b2d8-4701-a8b1-e41d73cd8106;Inhibiteurs de la PDE5;potentiation;moderate;Théoriquement, risque de potentialisation des effets hypotenseurs.;Utiliser avec prudence.;2025-12-07 22:49:01.924746+00
7b0b6c7a-c49d-4462-bbc5-17006159af08;7488f2d6-6262-4e12-af34-82ca8df28efa;CYP3A4-Substraten, die das QT-Intervall verlängern (z.B. Amiodaron, Chinidin, Erythromycin, Sertindol);;contraindicated;;Gleichzeitige Behandlung kontraindiziert.;2025-12-07 22:49:28.202922+00
dd04d9de-a1de-4e87-9125-0d1bf334d324;0ef739fd-b9b6-41da-8aa1-faff8a1ae047;Digoxin;potentiation;moderate;L'inhibition de l'acide gastrique peut augmenter l'absorption de la digoxine. Traitement concomitant avec Omeprazol (20 mg/jour) a augmenté la biodisponibilité de la digoxine de 10% (jusqu'à 30% chez 2 sujets).;;2025-12-07 22:49:53.879143+00
d9dad3d3-56ef-46a5-b8db-97acf0ac16de;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Inhibiteurs de l'enzyme de conversion (IEC);increased_toxicity;contraindicated;Double blocage du SRAA entraînant une incidence accrue d'hypotension, de syncopes, d'hyperkaliémie et de dysfonctionnements rénaux (y compris insuffisance rénale aiguë). Contre-indiqué chez les patients atteints de néphropathie diabétique. Non recommandé chez les autres patients.;Contre-indiqué chez les patients atteints de néphropathie diabétique. Non recommandé chez les autres patients.;2025-12-07 22:50:20.8274+00
6ba4102c-9926-4cf3-8124-3b49a71e9da9;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Anticoagulants oraux (Acénocoumarol, Warfarine);;minor;Aucune interaction pharmacodynamique significative observée.;;2025-12-07 22:50:21.057881+00
4b15692f-3ede-453f-a632-6153e34396b3;5e1318cc-b2d8-4701-a8b1-e41d73cd8106;Inhibiteurs modérés du CYP3A4 (ex: Erythromycine, Fluconazole, Vérapamil, Diltiazem);increased_toxicity;moderate;Peut augmenter l'exposition à la Tamsulosine, surtout si le patient est traité simultanément par un inhibiteur puissant ou modéré du CYP2D6 ou si l'inhibiteur du CYP3A4 inhibe également le CYP2D6.;Utiliser avec prudence.;2025-12-07 22:49:02.044681+00
92c024b9-7085-4cf7-8fd6-bcb7fb3fbd6d;7488f2d6-6262-4e12-af34-82ca8df28efa;Hydrochlorothiazid;potentiation;minor;Führt zu einem Anstieg der Fluconazol-Plasmakonzentration um 40%.;Bei Gesunden keine Dosisanpassung erforderlich. Bei Patienten mit Niereninsuffizienz sollte diese Erhöhung der Fluconazol-Exposition berücksichtigt werden.;2025-12-07 22:49:28.299961+00
9f65d98a-7761-4e52-b91c-2b67a5e134fd;0ef739fd-b9b6-41da-8aa1-faff8a1ae047;Clarithromycin;increased_toxicity;moderate;La clarithromycine est un puissant inhibiteur du CYP3A4. Les contre-indications et interactions avec la clarithromycine doivent être prises en compte lors de la triple-thérapie, en particulier avec d'autres médicaments métabolisés via le CYP3A4 comme le Cisapride.;Prendre en compte les interactions du Clarithromycine lors de la prescription d'une triple-thérapie d'éradication d'Helicobacter pylori.;2025-12-07 22:49:53.966521+00
e3988a5f-12e1-4bbd-8287-a40fbcbc8730;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Anti-inflammatoires non stéroïdiens (AINS) / inhibiteurs sélectifs de la COX-2;increased_toxicity;moderate;Aggravation de la fonction rénale (réversible), y compris insuffisance rénale aiguë, chez les patients âgés, déshydratés ou atteints d'insuffisance rénale.  Peut également atténuer l'effet antihypertenseur des ARA II.;Initier le traitement avec prudence, surveiller périodiquement la fonction rénale. Possible atténuation de l'effet antihypertenseur.;2025-12-07 22:50:20.964664+00
e2009341-96d3-4a53-8c17-5871d1e31de6;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Diurétiques et autres antihypertenseurs (Bêtabloquants, antagonistes calciques à longue durée d'action, diurétiques thiazidiques);potentiation;moderate;Effet antihypertenseur additif avec les diurétiques thiazidiques. Un prétraitement avec des doses élevées de diurétiques peut entraîner une déplétion volémique et un risque de baisse excessive de la tension artérielle.;L'association est bien tolérée. En cas de prétraitement diurétique, corriger la déplétion volémique.;2025-12-07 22:50:21.178461+00
fa64ed44-a36c-4111-a035-10872116ad7c;5e1318cc-b2d8-4701-a8b1-e41d73cd8106;Inhibiteurs puissants ou modérés du CYP2D6 (ex: Paroxétine);increased_toxicity;moderate;Peut augmenter l'exposition à la Tamsulosine.;Utiliser avec prudence en combinaison avec des inhibiteurs du CYP3A4.;2025-12-07 22:49:02.079864+00
404de75d-ecfc-42d3-8e10-68a525c87db0;6dfbe3b4-a4f5-44e1-942d-19cb5e91dedb;Repaglinide;increased_toxicity;moderate;Irbesartan peut inhiber l'OATP1B1, augmentant la Cmax (1,8x) et l'AUC (1,3x) du repaglinide si administré 1 heure avant. Aucune interaction significative si administré simultanément.;Un ajustement de la dose du traitement antidiabétique (ex: repaglinide) peut être nécessaire.;2025-12-07 22:50:20.997125+00
b90a1248-10d9-4d9e-926e-37f5e6b6c508;7efcc51e-7a90-4743-a0f3-2dbadb93b94d;Diuretika;increased_toxicity;moderate;Die Einnahme von Diuretika kombiniert mit einem übermässigen Bisacofelan-Gebrauch, könnte das Risiko einer Störung des Elektrolythaushalts erhöhen.;Überwachung des Elektrolythaushalts.;2025-12-07 22:52:15.434209+00
06f25e42-ce70-4131-9542-4068b9064c21;7efcc51e-7a90-4743-a0f3-2dbadb93b94d;Kortikosteroide;increased_toxicity;moderate;Die Einnahme von Kortikosteroiden kombiniert mit einem übermässigen Bisacofelan-Gebrauch, könnte das Risiko einer Störung des Elektrolythaushalts erhöhen.;Überwachung des Elektrolythaushalts.;2025-12-07 22:52:15.475225+00
d4c7e8d5-2307-4b65-bfd7-f9d3c4313893;7efcc51e-7a90-4743-a0f3-2dbadb93b94d;Herzglykoside;potentiation;major;Störungen des Elektrolythaushalts (provoqué par Bisacofelan) können eine verstärkte Empfindlichkeit gegenüber Herzglykosiden hervorrufen.;Überwachung des Elektrolythaushalts und Re-évaluation de la dose de Herzglykoside si nécessaire.;2025-12-07 22:52:15.506215+00
1d1b3c78-2b2c-4b64-9e17-d324f720c27d;7efcc51e-7a90-4743-a0f3-2dbadb93b94d;Andere Laxantien;increased_toxicity;minor;Die gleichzeitige Anwendung von anderen Laxantien kann die gastrointestinalen Nebenwirkungen von Bisacofelan verstärken.;Éviter l'utilisation concomitante si possible. Si nécessaire, utiliser avec prudence et surveiller les effets secondaires gastro-intestinaux.;2025-12-07 22:52:15.534654+00
fcd72fbe-6782-4f8c-97cd-b4e448b7dfec;7efcc51e-7a90-4743-a0f3-2dbadb93b94d;Milch, Antazida oder Protonenpumpenhemmer;;moderate;Sollten nicht gleichzeitig eingenommen werden, um ein vorzeitiges Auflösen der magen- und dünndarmsaftresistenten Dragierschicht zu verhindern.;Prendre Bisacofelan à distance de ces produits.;2025-12-07 22:52:15.568738+00
79150856-08cb-4993-aa24-a361ade52b00;4e4754f4-7345-4e04-b62f-524f8dffd993;P-gp-Inhibitoren (Cyclosporin, Dronedaron, Erythromycin, Ketoconazol, Chinidin, Verapamil);increased_toxicity;moderate;Die gleichzeitige Verabreichung von Edoxaban zusammen mit diesen P-gp-Inhibitoren führte zu erhöhten Edoxaban-Plasmakonzentrationen.;Dosisreduktion von Lixiana auf 30 mg einmal täglich.;2025-12-07 22:52:45.259513+00
59c8892f-f04e-46b1-9305-2ad55e308777;4e4754f4-7345-4e04-b62f-524f8dffd993;Amiodaron;;minor;;Keine Dosisreduktion erforderlich bei gleichzeitiger Anwendung.;2025-12-07 22:52:45.297883+00
2097d1bd-3af5-4984-9ea8-d591c7c25c84;4e4754f4-7345-4e04-b62f-524f8dffd993;Fibrinolytika;increased_toxicity;major;Die gleichzeitige Anwendung von Arzneimitteln, die die Hämostase beeinträchtigen, kann das Blutungsrisiko erhöhen.;Mit Vorsicht anwenden.;2025-12-07 22:52:45.335217+00
0c168c3b-1a18-41ec-b26e-826b86adb9b6;4e4754f4-7345-4e04-b62f-524f8dffd993;Selektive Serotonin-Wiederaufnahmehemmer (SSRI);increased_toxicity;major;Die gleichzeitige Anwendung von Arzneimitteln, die die Hämostase beeinträchtigen, kann das Blutungsrisiko erhöhen.;Mit Vorsicht anwenden.;2025-12-07 22:52:45.367516+00
4c400ed7-82a6-4170-94cf-a07869bff7cb;4e4754f4-7345-4e04-b62f-524f8dffd993;Serotonin-Noradrenalin-Wiederaufnahmehemmer (SNRI);increased_toxicity;major;Die gleichzeitige Anwendung von Arzneimitteln, die die Hämostase beeinträchtigen, kann das Blutungsrisiko erhöhen.;Mit Vorsicht anwenden.;2025-12-07 22:52:45.402753+00
8cc6d4ca-1842-4d95-a33e-a164a18bd57a;4e4754f4-7345-4e04-b62f-524f8dffd993;Nicht-steroidale Antirheumatika (NSAR) zur Langzeitanwendung;increased_toxicity;major;Die gleichzeitige Anwendung von Arzneimitteln, die die Hämostase beeinträchtigen, kann das Blutungsrisiko erhöhen.;Mit Vorsicht anwenden.;2025-12-07 22:52:45.435741+00
b97eef5a-0d4a-41dd-95ea-9c5a44f19a84;4e4754f4-7345-4e04-b62f-524f8dffd993;Acetylsalicylsäure (ASS);increased_toxicity;major;Die gleichzeitige Anwendung von Arzneimitteln, die die Hämostase beeinträchtigen, kann das Blutungsrisiko erhöhen.;Mit Vorsicht anwenden.;2025-12-07 22:52:45.468042+00
8fdf9104-ffdf-42d4-b6b7-0d9a3893018b;4e4754f4-7345-4e04-b62f-524f8dffd993;Thrombozytenaggregationshemmer (P2Y12 oder andere);increased_toxicity;major;Die gleichzeitige Anwendung von Arzneimitteln, die die Hämostase beeinträchtigen, kann das Blutungsrisiko erhöhen.;Mit Vorsicht anwenden.;2025-12-07 22:52:45.503579+00
0cc4656f-5b53-436a-927d-880db5d84aae;964b70ab-bb7d-44ad-b290-8eaa00faac7a;Diurétiques;increased_toxicity;moderate;L'utilisation de diurétiques combinée à un usage excessif de Prontolax pourrait augmenter le risque de perturbation de l'équilibre électrolytique. Les troubles électrolytiques peuvent entraîner une sensibilité accrue aux glucosides cardiaques.;Surveillance de l'équilibre électrolytique.;2025-12-07 22:53:13.247623+00
b593f4ab-1af4-4336-830f-aae612cf648a;964b70ab-bb7d-44ad-b290-8eaa00faac7a;Corticostéroïdes;increased_toxicity;moderate;L'utilisation de corticostéroïdes combinée à un usage excessif de Prontolax pourrait augmenter le risque de perturbation de l'équilibre électrolytique. Les troubles électrolytiques peuvent entraîner une sensibilité accrue aux glucosides cardiaques.;Surveillance de l'équilibre électrolytique.;2025-12-07 22:53:13.285068+00
ae42488b-38ce-4211-a0a4-0c1e435e6a93;964b70ab-bb7d-44ad-b290-8eaa00faac7a;Glycosides cardiaques;potentiation;major;Les troubles de l'équilibre électrolytique (causés par l'usage excessif de laxatifs) peuvent entraîner une sensibilité accrue aux glycosides cardiaques.;Surveillance de l'équilibre électrolytique et ajustement posologique si nécessaire.;2025-12-07 22:53:13.320192+00
da4d1977-5fbb-4a5d-ada7-1f88e7c20b62;964b70ab-bb7d-44ad-b290-8eaa00faac7a;Autres laxatifs;increased_toxicity;minor;L'utilisation concomitante d'autres laxatifs peut intensifier les effets secondaires gastro-intestinaux de Prontolax.;Éviter l'utilisation concomitante si possible ou surveiller attentivement les effets secondaires.;2025-12-07 22:53:13.359387+00
164113f2-f8db-419a-931e-98fee5f99232;02b10945-9a49-42d2-8ade-88672f61c4e6;Méthotrexate (≥ 15 mg/semaine);increased_toxicity;contraindicated;Toxizität verstärkt (généralement, les anti-inflammatoires diminuent l'excrétion du méthotrexate et les salicylates le déplacent de sa liaison aux protéines plasmatiques).;Contre-indiquée.;2025-12-07 22:53:52.63129+00
fc9cb129-11f1-4a64-83e8-d5cb1316ba4f;02b10945-9a49-42d2-8ade-88672f61c4e6;Méthotrexate (< 15 mg/semaine);increased_toxicity;major;Toxizität verstärkt (généralement, les anti-inflammatoires diminuent l'excrétion du méthotrexate et les salicylates le déplacent de sa liaison aux protéines plasmatiques).;Surveillance particulière requise.;2025-12-07 22:53:52.667582+00
a6a56ca4-4b19-4b98-9acb-1ee3439b35f6;02b10945-9a49-42d2-8ade-88672f61c4e6;Antidiabétiques (p. ex. insuline, sulfonylurées);potentiation;moderate;La glycémie peut baisser.;Surveillance particulière requise.;2025-12-07 22:53:52.70011+00
ae653a54-285c-4a07-bd01-9f8cbb49bafb;02b10945-9a49-42d2-8ade-88672f61c4e6;Anticoagulants / Thrombolytiques;potentiation;major;Effet renforcé.;Surveillance particulière requise.;2025-12-07 22:53:52.728934+00
c931177d-2795-4715-8168-fe24749dc19b;02b10945-9a49-42d2-8ade-88672f61c4e6;Barbituriques;potentiation;moderate;Effet renforcé.;Surveillance particulière requise.;2025-12-07 22:53:52.759968+00
cb6b4e6e-6c79-4e80-8934-ada03c8943de;02b10945-9a49-42d2-8ade-88672f61c4e6;Lithium;potentiation;moderate;Effet renforcé.;Surveillance particulière requise.;2025-12-07 22:53:52.7899+00
ce73fc24-1d0e-4409-a409-da96aa05acf2;02b10945-9a49-42d2-8ade-88672f61c4e6;Sulfonamides;potentiation;moderate;Effet renforcé.;Surveillance particulière requise.;2025-12-07 22:53:52.822902+00
c0277225-648b-460d-b97c-be9d2c2cbd99;02b10945-9a49-42d2-8ade-88672f61c4e6;Trijodthyronin;potentiation;moderate;Effet renforcé.;Surveillance particulière requise.;2025-12-07 22:53:52.855508+00
33ca1c5e-8b18-4cd8-93f2-87507cdf1d07;02b10945-9a49-42d2-8ade-88672f61c4e6;Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS);increased_toxicity;moderate;Risiko für Blutungen erhöht aufgrund synergistischer Effekte.;Surveillance particulière requise.;2025-12-07 22:53:52.892962+00
bdc70c36-0a93-484f-ad64-27946be3d250;02b10945-9a49-42d2-8ade-88672f61c4e6;Digoxine;increased_toxicity;moderate;Augmentation des taux plasmatiques de digoxine, causée par une excrétion rénale diminuée.;Surveillance particulière requise.;2025-12-07 22:53:52.929698+00
f84fc277-d8a3-46e2-b865-ced107cf6d75;02b10945-9a49-42d2-8ade-88672f61c4e6;Antihypertenseurs (inhibiteurs de l'ECA et bêtabloquants);antagonism;moderate;Chez les hypertendus traités par ces médicaments et Aspirin Cardio, la pression artérielle doit être étroitement surveillée et la posologie ajustée si nécessaire.;Surveillance étroite de la pression artérielle et ajustement de la posologie si nécessaire.;2025-12-07 22:53:53.109734+00
b36f33b5-2926-4182-a0ec-396d0f07fdce;02b10945-9a49-42d2-8ade-88672f61c4e6;Phénytoïne;increased_toxicity;moderate;Augmentation des concentrations plasmatiques de phénytoïne.;Surveillance particulière requise.;2025-12-07 22:53:52.960045+00
1a6ed432-a3ad-4ddc-b62c-88aa0d56aeb8;02b10945-9a49-42d2-8ade-88672f61c4e6;Diurétiques (en combinaison avec des doses plus élevées d'acide acétylsalicylique);antagonism;moderate;Affaiblissement de l'effet diurétique.;Surveillance particulière requise.;2025-12-07 22:53:53.143093+00
2bad4be2-c27f-4831-863a-31e2428bd293;02b10945-9a49-42d2-8ade-88672f61c4e6;Valproate;increased_toxicity;moderate;Augmentation des concentrations plasmatiques de valproate, pouvant entraîner un taux plus élevé d'effets indésirables jusqu'à des signes d'intoxication comme tremblements, nystagmus, ataxie et changements de personnalité. L'acide acétylsalicylique libère l'acide valproïque lié des protéines sériques et diminue son métabolisme.;Surveillance particulière requise.;2025-12-07 22:53:52.989117+00
a3ad2dce-8c6d-4cd6-99ed-744984a4f30c;02b10945-9a49-42d2-8ade-88672f61c4e6;Uricosuriques (p. ex. probénécide, sulfinpyrazone);antagonism;moderate;Affaiblissement de l'effet des uricosuriques.;Surveillance particulière requise.;2025-12-07 22:53:53.1728+00
8df08989-c258-4980-9437-9546b2178985;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Methotrexat;increased_toxicity;major;Die Toxizität von Methotrexat wird erhöht.;Vorsicht, engmaschige Überwachung und ggf. Dosisanpassung von Methotrexat.;2025-12-07 22:54:29.636519+00
59d7ba76-c5e2-4f5a-a61b-77af4751b7aa;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Phenothiazine;additional_effect;moderate;Hypotonie.;Engmaschige Überwachung des Blutdrucks.;2025-12-07 22:54:29.856955+00
d0a4dd7c-debd-4f70-b6d2-d53e9510935c;02b10945-9a49-42d2-8ade-88672f61c4e6;Tous les anti-inflammatoires non stéroïdiens (AINS);potentiation;moderate;Renforcement de l'effet et des effets indésirables de tous les AINS.;Surveillance particulière requise.;2025-12-07 22:53:53.020199+00
c63e29a0-9c75-4f82-90be-7f23acc0f91e;02b10945-9a49-42d2-8ade-88672f61c4e6;Glucocorticoïdes systémiques;increased_toxicity;major;"Risque accru d'ulcères gastro-intestinaux et de saignements; diminution des taux de salicylate pendant le traitement par cortisone, risque de surdosage de salicylate après l'arrêt du traitement par glucocorticoïdes.";Surveillance particulière requise.;2025-12-07 22:53:53.214395+00
e5bcb34c-5181-4dba-9060-6c52dd137025;02b10945-9a49-42d2-8ade-88672f61c4e6;Ibuprofène et Naproxène (AINS);decreased_efficacy;moderate;La prise le même jour d'AINS, comme l'ibuprofène et le naproxène, peut atténuer l'effet anti-agrégant plaquettaire irréversible de l'acide acétylsalicylique. Le traitement de patients/patientes à haut risque cardiovasculaire avec certains AINS, comme l'ibuprofène et le naproxène, peut limiter l'effet cardioprotecteur de l'acide acétylsalicylique.;Les patients/patientes devraient contacter leur médecin s'ils prennent Aspirin Cardio et souhaitent prendre un analgésique contenant des AINS.;2025-12-07 22:53:53.049439+00
e6abf84e-72ba-4c50-8774-561a4241849f;02b10945-9a49-42d2-8ade-88672f61c4e6;Alcool;increased_toxicity;major;"Risque accru d'ulcères gastro-intestinaux et de saignements; allongement du temps de saignement.";Éviter la consommation d'alcool.;2025-12-07 22:53:53.244627+00
d4fe3da0-7ad3-4040-84d2-bd06b264668e;02b10945-9a49-42d2-8ade-88672f61c4e6;Métamizol;decreased_efficacy;moderate;Le métamizol peut réduire l'effet de l'acide acétylsalicylique sur l'agrégation plaquettaire en cas d'utilisation simultanée.;Le métamizol ne doit être utilisé qu'avec prudence chez les patients prenant de l'acide acétylsalicylique à faible dose pour la cardioprotection.;2025-12-07 22:53:53.080008+00
9eea3895-aa51-48c4-8d44-aec5d49378a3;02b10945-9a49-42d2-8ade-88672f61c4e6;Pénicillines;potentiation;minor;Allongement de la demi-vie plasmatique des pénicillines.;Surveillance particulière requise.;2025-12-07 22:53:53.275394+00
deb561b6-599f-4304-ae7f-b1110c9f4c23;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Zentraldämpfende Substanzen (z.B. Benzodiazepine, Opiate, andere Barbiturate) oder Alkohol;potentiation;major;Die dämpfenden Wirkungen auf das ZNS additiv verstärken sich. Das trifft auch auf die zentrale Atemdepression zu (Opioide).;Vorsicht, Dosisanpassung und Überwachung erforderlich.;2025-12-07 22:54:29.452875+00
b0d1dca6-1671-45f5-a426-64e049c1c102;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Sulfonamide;potentiation;moderate;Konkurrenz um die Plasma-Eiweiss-Bindung, kann die Wirkung von Thiopental Inresa verstärken und die erforderlichen Einleitungsdosen herabsetzen.;Dosisreduktion und engmaschige Überwachung.;2025-12-07 22:54:29.50039+00
0bec7537-a83d-4a2a-8b45-c5482ee6f667;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Cumarinderivate;decreased_efficacy;moderate;Induzierende Wirkung auf Leberenzyme, beschleunigt den Abbau und vermindert die Wirkung von Cumarinderivaten.;Überwachung der Gerinnungsparameter und Dosisanpassung der Cumarinderivate.;2025-12-07 22:54:29.531295+00
ae7fb4a7-8991-4ae2-9a97-168524072784;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Kortikoide;decreased_efficacy;minor;Induzierende Wirkung auf Leberenzyme, beschleunigt den Abbau und vermindert die Wirkung von Kortikoiden.;Überwachung der Kortikoid-Wirkung.;2025-12-07 22:54:29.562904+00
c9ca7d37-6c58-45e7-b8cc-c572cc68720b;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Orale Kontrazeptiva;decreased_efficacy;moderate;Induzierende Wirkung auf Leberenzyme, beschleunigt den Abbau und vermindert die Wirkung von oralen Kontrazeptiva.;Zusätzliche oder alternative Verhütungsmethoden in Betracht ziehen.;2025-12-07 22:54:29.600728+00
89f8a71a-bb5b-4df1-aefc-8324f1183723;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Acetylsalicylsäure;potentiation;minor;Verstärkte und verlängerte Wirkung von Thiopental.;Überwachung der Sedierung.;2025-12-07 22:54:29.670188+00
73553663-dcc9-47c1-830d-aa5e2a6537e8;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Opioide;antagonism;moderate;Verminderte Schmerzunempfindlichkeit (betrifft Analgesie, nicht Sedierung).;Anpassung der Opioid-Dosis.;2025-12-07 22:54:29.706117+00
38585ff5-a99d-4cf6-8f61-d32496ba3305;02ebac88-c9d2-4a03-9dc0-fdc535f5f71d;Diazoxid;potentiation;moderate;Hypotension.;Engmaschige Überwachung des Blutdrucks.;2025-12-07 22:54:29.752282+00
